Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,sector_name,Current Price,Trendlyne Momentum Score,Trendlyne Valuation Score,is_buyable,Market Capitalization,Prev Week Trendlyne Momentum Score,Is Stock In PE Buy Zone,buy_intensity,Is Stock in PE Sell Zone,Week change %,%Days traded below current PE Price to Earnings,Month Change %,Trendlyne Durability Score,Prev Day Change %,Day change %,Revenue QoQ Growth %,Forecaster Estimates 1Y forward PEG,PEG TTM PE to Growth
Tinna Rubber and Infrastructure Ltd.,,530475,TINNARUBR,INE015C01016,Specialty Chemicals,Chemicals & Petrochemicals,841.95,33.96,33.33,682.18,1516.84,35.65,64.29,1034756.55,64.29,1.89,64.29,-13.94,50,0.69,-0.34,-8.26,Export NA,-1.76
Tirupati Forge Ltd.,TIRUPATIFL,,TIRUPATIFL,INE319Y01024,Castings & Forgings,General Industrials,35.31,46.81,28.83,21934.49,431.77,40.85,77.57,9470671.65,77.57,7.03,77.57,-15.14,45,-6.39,0.8,22.81,Export NA,-1.92
Titan Biotech Ltd.,,524717,TITANBIO,INE150C01011,Specialty Chemicals,Chemicals & Petrochemicals,979.5,64.52,32,13072.84,809.43,58.54,95.65,10581538.5,95.65,2.94,95.65,-14.3,60,-1.18,-2.91,16.9,Export NA,-4.03
Tolins Tyres Ltd.,TOLINS,544254,TOLINS,INE0RWQ01014,Auto Tyres & Rubber Products,Automobiles & Auto Components,148.52,45.16,40.5,15084.99,586.78,46.76,38.46,8851643.48,38.46,-7.33,38.46,-20.38,70,-1.26,0.22,-26.34,Export NA,1.1
Tracxn Technologies Ltd.,TRACXN,543638,TRACXN,INE0HMF01019,IT Consulting & Software,Software & Services,46.08,39,13,13929.34,490.51,29.89,,6832512,,-1.18,,-12.18,45,1.1,-1.41,0.2,Export NA,0.01
Transindia Real Estate Ltd.,,543955,TREL,INE0O3901029,Realty,Realty,26.47,31.77,46.83,374.94,650.36,31.78,43.26,243841.64,43.26,-1.89,43.26,-8.91,60,-0.94,0.15,-3.91,Export NA,-0.17
Transpek Industry Ltd.,,506687,TRANSPEK,INE687A01016,Commodity Chemicals,Chemicals & Petrochemicals,1342.25,33.62,64,1654.25,749.73,35.17,28.41,1240239,28.41,1.18,28.41,-0.96,95,1.4,-1.03,3.92,Export NA,0.25
Transteel Seating Technologies Ltd.,TRANSTEEL,,TRANSTEEL,INE0NVI01020,Furniture-Furnishing,Diversified Consumer Services,141.5,63.79,29.17,45148.81,307.14,63,100,13867000,100,4.12,100,10.89,,1.65,-0.25,,Export NA,
Transworld Shipping Lines Ltd.,TRANSWORLD,520151,TRANSWORLD,INE757B01015,Shipping,Transportation,208.85,29.83,42.5,5931,458.58,30.76,,2719853.55,,-4.57,,-14.74,75,-0.67,-2.15,3.37,Export NA,0.35
Trejhara Solutions Ltd.,TREJHARA,542233,TREJHARA,INE00CA01015,IT Consulting & Software,Software & Services,263.67,51.86,27.33,26621.02,613.05,47.61,99.51,16320118.32,99.51,9.93,99.51,18.62,70,5,5,292.39,Export NA,-1.84
Tribhovandas Bhimji Zaveri Ltd.,TBZ,534369,TBZ,INE760L01018,Gems & Jewellery,Textiles Apparels & Accessories,175.39,33.21,52,9459.53,1170.39,32.61,21.04,11071318.36,21.04,-3.07,21.04,-3.97,75,0.73,0.76,10.23,Export NA,0.26
Trident Lifeline Ltd.,,543616,TLL,INE0MKA01014,Pharmaceuticals,Pharmaceuticals & Biotechnology,315.75,61.01,33,4123,367.6,66.68,43.17,1515600,43.17,1.22,43.17,5.96,45,1.96,2.88,26.04,Export NA,1.26
Trident Techlabs Ltd.,TECHLABS,,TECHLABS,INE0QD201012,Other Industrial Products,General Industrials,351.1,24.28,25.33,9331,606.74,26.47,4.37,5661487.5,4.37,-16.2,4.37,-23.6,,-0.56,-3.13,,Export NA,
Trident Texofab Ltd.,,540726,TTFL,INE071Y01013,Textiles,Textiles Apparels & Accessories,344.15,71.76,25,10837.7,516.08,56.71,98.08,5593125.8,98.08,0.95,98.08,-7.98,75,0.66,0.54,9.11,Export NA,4.71
Trigyn Technologies Ltd.,TRIGYN,517562,TRIGYN,INE948A01012,IT Consulting & Software,Software & Services,71.34,37.2,54.17,4377.36,219.63,31.41,95.06,961377.84,95.06,0.04,95.06,-7.29,65,-0.45,1.54,7.77,Export NA,-5.04
Trishakti Industries Ltd.,,531279,TRISHAKT,INE238C01022,Finance (including NBFCs),Banking and Finance,142.65,31.58,29,3474.62,235.04,50.24,20.48,816671.25,20.48,-3.91,20.48,-3.03,,0.07,-0.94,62.86,Export NA,1.55
Triton Valves Ltd.,,505978,TRITONV,INE440G01017,Auto Parts & Equipment,Automobiles & Auto Components,2850,39.79,35.67,1182.93,337.3,33.75,63.72,399000,63.72,0.28,63.72,-6,60,-0.21,3.49,-2.32,Export NA,-23.58
True Colors Ltd.,,544531,TRUECOLORS,INE1LDV01015,Industrial Machinery,General Industrials,256.7,27.35,25.33,26769.85,632.88,25.72,,16942200,,-4.18,,39.44,,0.56,-0.62,,Export NA,
Tunwal E-Motors Ltd.,TUNWAL,,TUNWAL,INE0OXV01027,2/3 Wheelers,Automobiles & Auto Components,42.4,62.01,25.17,299866.19,244.62,56.4,100,73352000,100,29.86,100,33.75,,19.48,8.86,,Export NA,
Tuticorin Alkali Chemicals & Fertilizers Ltd.,,506808,TUTIALKA,INE400A01014,Commodity Chemicals,Chemicals & Petrochemicals,61.26,30.83,31.83,931.75,746.37,31.84,94.44,695423.52,94.44,-4.39,94.44,-12.21,35,4.48,-0.92,5.05,Export NA,-0.39
Twamev Construction and Infrastructure Ltd.,TICL,532738,TICL,INE388G01026,Construction & Engineering,Cement and Construction,29.52,38.9,47.83,5396.84,457.56,45.33,82.08,2469377.52,82.08,-3.28,82.08,-1.83,60,-0.17,1.41,5.37,Export NA,0.01
U P Hotels Ltd.,,509960,UPHOT,INE726E01014,Hotels,Hotels Restaurants & Tourism,1600,46.74,38.17,55.56,864,45.15,58.01,48000,58.01,3.23,58.01,-1.12,75,0,3.23,-12.18,Export NA,2.22
U Y Fincorp Ltd.,,530579,UYFINCORP,INE152C01025,Finance (including NBFCs),Banking and Finance,14.8,33.11,39.5,90.26,281.55,37.4,61.61,25411.6,61.61,-0.6,61.61,-1.46,65,2.05,-0.67,24.21,Export NA,-4.02
UCAL Ltd.,UCAL,500464,UCAL,INE139B01016,Auto Parts & Equipment,Automobiles & Auto Components,122.55,32.24,38.5,1963.05,271,39.31,,531989.55,,-2.33,,-3.3,50,0.17,0.05,8.63,Export NA,0.61
UFO Moviez India Ltd.,UFO,539141,UFO,INE527H01019,Broadcasting & Cable TV,Media,82.33,58.76,70.33,27549.29,319.56,65.52,19,8803711.56,19,-4.26,19,15.02,50,-1.04,1.67,3.89,Export NA,0.03
UVS Hospitality and Services Ltd.,,531652,UVS,INE528C01018,Finance (including NBFCs),Banking and Finance,119,33.91,39.33,1391.82,436.05,34.31,6.4,606900,6.4,-7.61,6.4,-15.54,,4.96,-5.48,39.68,Export NA,
Uday Jewellery Industries Ltd.,,539518,UDAYJEW,INE551B01012,Gems & Jewellery,Textiles Apparels & Accessories,153.35,45.32,48.83,109.14,365.31,48.76,16.5,39871,16.5,-1.98,16.5,-7.06,70,-1.81,0.76,20.14,Export NA,0.14
Ugar Sugar Works Ltd.,UGARSUGAR,530363,UGARSUGAR,INE071E01023,Sugar,"Food, Beverages & Tobacco",40.57,40.53,56,3973.56,456.87,32.74,90.92,1815385.79,90.92,-0.81,90.92,-5.59,60,0.02,-0.27,17.13,Export NA,0.22
Ujaas Energy Ltd.,UEL,533644,UEL,INE899L01030,Heavy Electrical Equipment,General Industrials,119.55,77.61,18.83,2472.75,1594.77,76.18,90.29,3943476.3,90.29,-5.01,90.29,1.96,,-0.18,-5.01,83.31,Export NA,-2.75
Ultramarine & Pigments Ltd.,,506685,ULTRAMAR,INE405A01021,Dyes & Pigments,Chemicals & Petrochemicals,453.1,40.21,54.33,6028.77,1323.05,39.29,25.68,7976372.4,25.68,-0.57,25.68,-1.69,85,0.74,-1.15,6.34,Export NA,0.48
Uni Abex Alloy Products Ltd.,,504605,UNIABEXAL,INE361D01012,Iron & Steel Products,Metals & Mining,3501.65,66.52,43.83,3402.53,691.58,67.69,74.72,2353108.8,74.72,3.71,74.72,11.44,75,8.2,-2.14,42.37,Export NA,1.14
Unicommerce eSolutions Ltd.,UNIECOM,544227,UNIECOM,INE00U401027,IT Software Products,Software & Services,127.83,39.68,30.33,11794.68,1423.54,47.71,34.05,16790214.84,34.05,-2.43,34.05,-2.4,45,1.18,0.35,14.35,Export NA,1.45
Unified Data- Tech Solutions Ltd.,,544406,UNIFIED,INE1ABX01018,IT Consulting & Software,Software & Services,389.4,30.69,33.17,14733.63,782.31,20.95,100,11526240,100,-5.02,100,-12.92,,-2.38,0.96,,Export NA,
Unifinz Capital India Ltd.,,541358,UCIL,INE926R01012,Finance (including NBFCs),Banking and Finance,610,51.92,50.33,3075.59,540.07,46.48,1,1661030,1,4.37,1,12.96,70,5,-0.09,55.54,Export NA,0.01
Unihealth Hospitals Ltd.,UNIHEALTH,,UNIHEALTH,INE0PRF01011,Healthcare Services,Diversified Consumer Services,335.75,80.91,22,5844.16,517.06,76.48,100,3021750,100,14.9,100,104.41,,-5,-4.99,,Export NA,
Uniphos Enterprises Ltd.,UNIENTER,500429,UNIENTER,INE037A01022,Commodity Trading  & Distribution,Commercial Services & Supplies,145.14,33.6,37.67,374.14,1009.39,41.1,88.65,377654.28,88.65,-4.39,88.65,-1.3,55,-0.4,-0.3,-100,Export NA,0.1
Unitech Ltd.,UNITECH,507878,UNITECH,INE694A01020,Realty,Realty,6.18,34.27,5.67,9767.31,1616.87,35.29,,15792514.14,,-2.68,,-13.2,,2.76,-2.22,29.57,Export NA,-0.02
United Drilling Tools Ltd.,UNIDT,522014,UNIDT,INE961D01019,Other Industrial Goods,General Industrials,196.97,32.47,39.83,3662,399.91,41.38,21.44,1464471.95,21.44,-2,21.44,-2.28,85,0.65,-0.71,75.58,Export NA,3.05
United Foodbrands Ltd.,UFBL,543283,UFBL,INE382M01027,Restaurants,Hotels Restaurants & Tourism,185.12,34.5,38.67,5954.76,723.57,26.58,,4308668,,1.88,,-12.25,25,-1.16,-1.74,2.62,Export NA,0.03
United Polyfab Gujarat Ltd.,UNITEDPOLY,,UNITEDPOLY,INE368U01029,Textiles,Textiles Apparels & Accessories,39.66,61.09,39,907.74,910.26,59.02,64.62,826276.44,64.62,1.15,64.62,-7.36,85,-3.01,1.85,26.7,Export NA,1.19
Univastu India Ltd.,UNIVASTU,,UNIVASTU,INE562X01013,Construction & Engineering,Cement and Construction,68.67,37.8,38.67,27845.49,247.12,37.62,55.51,6881214.69,55.51,4.66,55.51,-3.96,70,2.77,1.87,64.36,Export NA,0.48
Universus Photo Imagings Ltd.,UNIVPHOTO,542933,UNIVPHOTO,INE03V001013,Photographic Products,General Industrials,262.95,54.1,34.33,5030.79,287.84,47.21,,1448065.65,,11.85,,-3.36,,-4.8,-0.98,7.24,Export NA,0.01
Updater Services Ltd.,UDS,543996,UDS,INE851I01011,Misc. Commercial Services,Commercial Services & Supplies,186.8,24.93,56.83,14868.45,1250.69,26.79,0.37,18595753.2,0.37,-4.73,0.37,-20.52,75,-0.94,0.41,4.16,Export NA,0.81
Uravi Defence and Technology Ltd.,URAVIDEF,543930,URAVIDEF,INE568Z01015,Auto Parts & Equipment,Automobiles & Auto Components,188.28,29.28,36,2145.25,213.89,20.8,,458838.36,,-4.73,,-21.58,35,-1.37,-1.13,20.48,Export NA,0.19
Urja Global Ltd.,URJA,526987,URJA,INE550C01020,Heavy Electrical Equipment,General Industrials,12.2,37.38,25.5,10405.31,679.79,28.87,46.19,7073438,46.19,-0.49,46.19,-8.27,55,0,-0.73,-18.48,Export NA,7.92
Utssav CZ Gold Jewels Ltd.,UTSSAV,,UTSSAV,INE06IJ01010,Gems & Jewellery,Textiles Apparels & Accessories,247.75,55.96,23.67,13603.16,590.09,51.86,51.28,8027100,51.28,-0.82,51.28,15.31,,0.67,-0.16,,Export NA,
Uttam Sugar Mills Ltd.,UTTAMSUGAR,532729,UTTAMSUGAR,INE786F01031,Sugar,"Food, Beverages & Tobacco",229.97,38.2,57.33,5181.17,877.06,30.08,1.54,4544207.2,1.54,-1.02,1.54,-8.08,75,-2.07,-0.97,-7.51,Export NA,
V-Marc India Ltd.,VMARCIND,,VMARCIND,INE0GXK01018,Wires & Cables,Consumer Durables,714.35,70.23,23,7882.66,1744.49,76.87,100,13751237.5,100,-3.47,100,21.82,,-1.09,-0.63,,Export NA,
VIP Clothing Ltd.,VIPCLOTHNG,532613,VIPCLOTHNG,INE450G01024,Other Apparels & Accessories,Textiles Apparels & Accessories,32.62,31.7,46.5,3748.16,294,31.23,17.72,1101968.84,17.72,-1.98,17.72,-5.59,65,1.54,-1,0.95,Export NA,0.17
VL E-Governance & IT Solutions Ltd.,VLEGOV,543958,VLEGOV,INE03HW01020,IT Consulting & Software,Software & Services,23.13,26.81,19.83,24185.6,250.85,28.43,,6066906.48,,-10.56,,-10,30,2.49,-4.93,-60.52,Export NA,0
VLS Finance Ltd.,VLSFINANCE,511333,VLSFINANCE,INE709A01018,Other Financial Services,Banking and Finance,308.71,59.95,30.67,21533.25,1049.93,52.29,,22608376.85,,17.34,,42.6,,0.49,1.19,-89.32,Export NA,0.5
VMS TMT Ltd.,VMSTMT,544521,VMSTMT,INE0SJA01013,Iron & Steel/Interm.Products,Metals & Mining,61.2,21.03,6.83,23720.97,303.74,22.84,,7205076,,-0.95,,-11.87,,1.33,-1.94,-13.76,Export NA,
VTM Ltd.,,532893,VTMLTD,INE222F01029,Textiles,Textiles Apparels & Accessories,77.72,41.48,42,6900.24,781.62,54.81,88.44,5393379.4,88.44,-16.51,88.44,17.19,70,-4.99,-5,24.85,Export NA,0.39
VVIP Infratech Ltd.,,544219,VVIPIL,INE0MNP01016,Construction & Engineering,Cement and Construction,139,29.41,28.33,5526.7,347.08,29.21,,1918200,,1.46,,-14.93,,6.63,-0.64,,Export NA,
Vaarad Ventures Ltd.,,532320,VAARAD,INE418B01048,Finance (including NBFCs),Banking and Finance,11.59,49.58,1.33,316.48,289.64,52.29,,91665.31,,8.93,,21.62,,-7.34,-3.34,,Export NA,-43.82
Vadilal Enterprises Ltd.,,519152,VADILENT,INE693D01018,Packaged Foods,FMCG,10049,31.24,20.33,139.1,866.93,32.71,,120588,,0.24,,-2.42,50,0,-0.01,-48.83,Export NA,0.23
Vaidya Sane Ayurved Laboratories Ltd.,MADHAVBAUG,,MADHAVBAUG,INE0JR301013,Healthcare Facilities,Diversified Consumer Services,273.1,66.37,28.67,3804.67,287.12,71.54,15.61,1092400,15.61,-0.09,15.61,0.4,,0.18,-0.69,,Export NA,
Vakrangee Ltd.,VAKRANGEE,511431,VAKRANGEE,INE051B01021,Misc. Commercial Services,Commercial Services & Supplies,8.11,29.26,31,11153.89,878.47,29.25,69.75,9798339.8,69.75,-0.25,69.75,-11.27,,0.62,0,0.35,Export NA,1.67
Valiant Communications Ltd.,,526775,VALIANT,INE760B01019,Telecom Equipment,Telecommunications Equipment,711,54.54,25.33,18996.51,813.53,66.57,53.49,15454296,53.49,-9.33,53.49,-8.14,70,4.87,2.52,10.09,Export NA,1.5
Valiant Laboratories Ltd.,VALIANTLAB,543998,VALIANTLAB,INE0JWS01017,Pharmaceuticals,Pharmaceuticals & Biotechnology,66.34,31.71,41.5,14235.21,360.31,31.98,51.93,5129077.1,51.93,-13.84,51.93,-22.5,45,-3.25,-2.17,-1.32,Export NA,0.47
Valiant Organics Ltd.,VALIANTORG,540145,VALIANTORG,INE565V01010,Agrochemicals,Chemicals & Petrochemicals,252.2,28.25,59,5710.85,706.28,30.79,65.48,4033434.6,65.48,-6.83,65.48,-17.23,60,0.81,-1.18,-23.04,Export NA,0.19
Vardhman Acrylics Ltd.,VARDHACRLC,,VARDHACRLC,INE116G01013,Fibres & Plastics,General Industrials,39.19,41.32,48.33,1350.73,314.95,35.14,95.14,425407.45,95.14,-0.38,95.14,-4.16,50,2.71,-1.68,28.84,Export NA,-0.79
Vardhman Holdings Ltd.,VHL,500439,VHL,INE701A01023,Finance (including NBFCs),Banking and Finance,3714.8,41.28,45.33,2161.99,1185.58,42.69,48.63,2563212,48.63,-1.68,48.63,-11.71,,0.81,-0.64,-19.35,Export NA,0.08
Vardhman Polytex Ltd.,VARDMNPOLY,514175,VARDMNPOLY,INE835A01029,Textiles,Textiles Apparels & Accessories,6.68,26.17,41.67,4043.44,306.54,27.32,31.8,1239480.68,31.8,0.15,31.8,-17.53,,-0.6,0.6,3.67,Export NA,0.01
Varvee Global Ltd.,VGL,514274,VGL,INE273D01019,Textiles,Textiles Apparels & Accessories,144.61,46.08,41.5,1423.29,372.58,57.09,26.04,530284.87,26.04,-6.28,26.04,15.07,75,-0.01,-0.28,5141.9,Export NA,1.6
Vasa Denticity Ltd.,DENTALKART,,DENTALKART,INE0N5801013,Healthcare Supplies,Healthcare,601.65,48.93,26,8422.72,1000.04,40.55,17.33,8423100,17.33,-0.08,17.33,-0.82,50,0.73,-0.45,20.54,Export NA,-17.26
Vascon Engineers Ltd.,VASCONEQ,533156,VASCONEQ,INE893I01013,Construction & Engineering,Cement and Construction,51.3,44.48,55.83,51958.07,1160.85,45.48,12.64,60315667.2,12.64,-3.64,12.64,-20.82,55,3.49,-0.08,2.01,Export NA,0.05
Vashu Bhagnani Industries Ltd.,,532011,POOJAENT,INE147C01017,Movies & Entertainment,Media,75.21,28.37,23.5,982.71,416.95,39.48,91.25,409744.08,91.25,-11.31,91.25,-20.85,,-4.99,-4.99,21.24,Export NA,-1.98
Veefin Solutions Ltd.,,543931,VEEFIN,INE0Q0M01015,IT Software Products,Software & Services,345.65,43.58,23,13765.26,828.64,43.38,19.02,11406450,19.02,-3.5,19.02,-9.23,,-0.06,-0.12,,Export NA,
Veer Global Infraconstruction Ltd.,,543241,VGIL,INE244W01010,Realty,Realty,140,44.38,21.5,298.58,227.41,52.73,96.06,67900,96.06,-0.88,96.06,9.38,,-3.99,1.97,31.88,Export NA,
Veljan Denison Ltd.,,505232,VELJAN,INE232E01013,Auto Parts & Equipment,Automobiles & Auto Components,1194.6,51.37,43.5,2082.22,537.57,41.22,47.74,1119340.2,47.74,8.62,47.74,-1.59,70,2.82,3.86,-9.36,Export NA,1.11
Venky's (India) Ltd.,VENKEYS,523261,VENKEYS,INE398A01010,Packaged Foods,FMCG,1343.8,38.76,44.83,7004.18,1893.05,31.65,99.74,13259274.6,99.74,-0.32,99.74,-7.89,60,0.1,0.34,-7.5,Export NA,-1.05
Venus Remedies Ltd.,VENUSREM,526953,VENUSREM,INE411B01019,Pharmaceuticals,Pharmaceuticals & Biotechnology,691.15,73.7,63.5,63720.36,923.86,74.8,48.13,58868701.25,48.13,0.3,48.13,57.87,75,3.13,-3.92,46.13,Export NA,0.06
Veritas (India) Ltd.,,512229,VERITAS,INE379J01029,Commodity Trading  & Distribution,Commercial Services & Supplies,213.9,21.77,56,17528.53,573.47,19.12,88.96,10052016.6,88.96,-8.57,88.96,-30.11,50,0.12,-1.04,71.55,Export NA,-0.14
Vertoz Ltd.,VERTOZ,,VERTOZ,INE188Y01031,Advertising & Media,Media,71.62,45.86,40.67,26545.82,610.42,37.15,31.26,16204025,31.26,0.55,31.26,4.02,75,-1.18,-2.62,2.51,Export NA,1.05
Veto Switchgears & Cables Ltd.,VETO,539331,VETO,INE918N01018,Other Electrical Equipment/Products,Consumer Durables,112.46,40.31,60.67,6178.92,214.97,43.33,32.57,1328265.06,32.57,-2.31,32.57,-8.17,65,0.31,-0.17,36.84,Export NA,0.53
Vibhor Steel Tubes Ltd.,VSTL,544124,VSTL,INE0QTF01015,Iron & Steel Products,Metals & Mining,133.36,33.07,55.83,2589.33,252.88,33.28,1.6,654797.6,1.6,-3.1,1.6,-7.85,55,1.03,-1.11,22,Export NA,-3.93
Viceroy Hotels Ltd.,,523796,VHLTD,INE048C01025,Hotels,Hotels Restaurants & Tourism,131.8,65.73,28.83,4.29,890.69,48.69,85.43,3822.2,85.43,8.03,85.43,2.05,60,0,0.73,21.39,Export NA,-0.72
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,531717,VIDHIING,INE632C01026,Specialty Chemicals,Chemicals & Petrochemicals,360.25,44.43,30.67,607.47,1799.27,45.48,45.71,1092998.5,45.71,-2.01,45.71,6.85,70,-1.55,0.4,-14.69,Export NA,1.42
Vijay Solvex Ltd.,,531069,VIJSOLX,INE362D01010,Edible Oils,FMCG,744.1,29.56,56.67,240.53,238.21,30.41,62.7,57295.7,62.7,-2.13,62.7,-6.13,70,0.07,1.85,33.64,Export NA,0.15
Vikas Ecotech Ltd.,VIKASECO,530961,VIKASECO,INE806A01020,Specialty Chemicals,Chemicals & Petrochemicals,1.59,26.59,39.67,21636.86,220.75,29.38,16.21,4776305.94,16.21,0,16.21,-17.62,50,-3.53,-3.05,-37.5,Export NA,-0.53
Vikas Lifecare Ltd.,VIKASLIFE,542655,VIKASLIFE,INE161L01027,Commodity Trading  & Distribution,Commercial Services & Supplies,1.89,27.35,28,10886.32,351.1,28.24,,3822181.02,,-2.58,,-9.57,20,-2.58,0,-31.67,Export NA,0.02
Vikram Thermo (India) Ltd.,,530477,VIKRAMTH,INE337E01010,Pharmaceuticals,Pharmaceuticals & Biotechnology,171.15,49.52,52.33,3753.13,536.69,46.23,64.28,2014264.35,64.28,-2.76,64.28,2.95,75,2.45,-2.48,21.08,Export NA,0.03
Vilas Transcore Ltd.,VILAS,,VILAS,INE0AZY01017,Heavy Electrical Equipment,General Industrials,401.35,37.94,23.5,6229.58,982.5,45.8,19.7,6120587.5,19.7,-7.27,19.7,-11.6,,1.28,-1.87,,Export NA,
Vindhya Telelinks Ltd.,VINDHYATEL,517015,VINDHYATEL,INE707A01012,Construction & Engineering,Cement and Construction,1516.2,50.79,54.17,3597.2,1796.83,50.52,49.3,6463560.6,49.3,-1.61,49.3,7.77,55,-0.01,-0.44,5.76,Export NA,0.43
Vinsys IT Services India Ltd.,VINSYS,,VINSYS,INE0OSJ01014,IT Training Services,Software & Services,430.05,65.07,25,159423.35,631.22,62.89,100,100631700,100,7.71,100,12.58,,-1.05,-1.19,,Export NA,
Vintage Coffee And Beverages Ltd.,,538920,VINCOFE,INE498Q01014,Commodity Trading  & Distribution,Commercial Services & Supplies,160.9,61.62,38,3359.93,1997.31,62.56,3.63,6710817.2,3.63,-2.1,3.63,8.72,60,-0.7,-0.95,33.47,Export NA,0.16
Vintron Informatics Ltd.,,517393,VINTRON,INE043B01028,Computer Hardware,Hardware Technology & Equipment,14.91,25.34,55.5,2242.82,218.14,24.71,34.47,489241.83,34.47,0.61,34.47,-26.55,45,-3.91,1.08,0.93,Export NA,0.02
Vinyas Innovative Technologies Ltd.,VINYAS,,VINYAS,INE0OLS01010,Electronic Components,Commercial Services & Supplies,1203.75,58.6,20.5,3416.85,1514.88,66.87,67.74,5176125,67.74,-2.51,67.74,0.23,,0.06,0.17,,Export NA,
Vinyl Chemicals (I) Ltd.,VINYLINDIA,524129,VINYLINDIA,INE250B01029,Commodity Trading  & Distribution,Commercial Services & Supplies,245.5,33.85,46,7314.68,450.18,34.1,64.31,3292891.5,64.31,-6.58,64.31,-12.4,75,-0.33,-3.54,0.44,Export NA,-1.15
Vipul Organics Ltd.,,530627,VIPULORG,INE834D01018,Specialty Chemicals,Chemicals & Petrochemicals,215.2,64.04,32,20159.22,381.96,62.01,72.87,7700071.2,72.87,10.1,72.87,17.21,70,-0.07,4.9,4.88,Export NA,2.34
Virat Industries Ltd.,,530521,VIRAT,INE467D01017,Other Apparels & Accessories,Textiles Apparels & Accessories,579.7,45.75,26,908.88,841.92,49.07,92.91,765204,92.91,-0.84,92.91,-11.63,,3.95,-3.01,-15.84,Export NA,0.53
Virinchi Ltd.,,532372,VIRINCHI,INE539B01017,IT Software Products,Software & Services,24.24,44.91,43.5,1553.19,248.82,46.91,,386458.32,,-5.35,,-12.87,40,-1,1.51,-22.53,Export NA,0.07
Virtual Galaxy Infotech Ltd.,VGINFOTECH,,VGINFOTECH,INE0VRH01015,Internet Software & Services,Software & Services,168.9,41.05,36.67,22518.36,420.03,41,92.08,9458400,92.08,-4.98,92.08,9.36,,-3.17,0.54,,Export NA,
Virtuoso Optoelectronics Ltd.,,543597,VOEPL,INE0I0T01010,Other Electrical Equipment/Products,Consumer Durables,487.1,41.19,32.5,6104.01,1436.4,31.26,48.48,8767800,48.48,6.03,48.48,-1.77,50,2.74,1.52,-51.85,Export NA,
Visa Steel Ltd.,VISASTEEL,532721,VISASTEEL,INE286H01012,Iron & Steel/Interm.Products,Metals & Mining,52.6,55.56,19.17,2175.24,609.05,53.6,,1324836.2,,-3.15,,-16.72,,4.94,-4.43,-55.64,Export NA,0
Visaka Industries Ltd.,VISAKAIND,509055,VISAKAIND,INE392A01021,Cement & Cement Products,Cement and Construction,69.29,38.34,73.17,21491.75,598.7,41.82,62.1,12867083.71,62.1,-0.24,62.1,-14.06,65,-0.38,1.76,-35.71,Export NA,0.03
Visaman Global Sales Ltd.,VISAMAN,,VISAMAN,INE0BHK01012,Iron & Steel Products,Metals & Mining,118.9,72.59,28.5,516.23,230.32,70.3,100,118900,100,0.85,100,-3.45,,4.99,0.85,,Export NA,
Vishal Fabrics Ltd.,,538598,VISHAL,INE755Q01025,Textiles,Textiles Apparels & Accessories,27.28,35.3,67.67,5749.32,675.48,42.51,20.45,3883553.52,20.45,-2.43,20.45,-3.09,35,-1.55,-0.44,9.04,Export NA,0.09
Vishnu Prakash R Punglia Ltd.,VPRPL,543974,VPRPL,INE0AE001013,Construction & Engineering,Cement and Construction,82.28,21.02,37.33,39041.83,1025.57,21.4,87.55,40040163.24,87.55,-2.22,87.55,-10.64,20,-2.28,-0.19,6.98,Export NA,-0.44
Vishnusurya Projects And Infra Ltd.,VISHNUINFR,,VISHNUINFR,INE0PQ001012,Construction & Engineering,Cement and Construction,166.05,41.5,29.33,10361.77,408.64,39.66,2.38,4234275,2.38,1.47,2.38,3.1,,-1.23,6.2,,Export NA,
Vision Infra Equipment Solutions Ltd.,VIESL,,VIESL,INE0TR001017,Misc. Commercial Services,Commercial Services & Supplies,291.5,73.48,33.33,7142.16,718.33,72.78,100,5130400,100,2.46,100,23.39,,-0.34,-0.66,,Export NA,
Viviana Power Tech Ltd.,VIVIANA,,VIVIANA,INE0MEG01014,Power - Electric Utilities,Utilities,840.85,53.54,26.33,43457.65,851.34,57.57,66.88,36997400,66.88,-15.36,66.88,-20.37,25,-1.8,-0.84,86.04,Export NA,
Voith Paper Fabrics India Ltd.,,522122,VOITHPAPR,INE285C01015,Textiles,Textiles Apparels & Accessories,1836.15,44.14,43.5,785.41,806.55,44.52,50.03,633471.75,50.03,-0.22,50.03,-0.04,70,-1.12,1.25,0.87,Export NA,1.18
Voler Car Ltd.,VOLERCAR,,VOLERCAR,INE241X01014,Transport Related Services,Transportation,205,39.57,22.17,3589.54,228.44,41.71,65.22,820000,65.22,0.49,65.22,-13.87,,1.1,-1.23,12.43,Export NA,
Vraj Iron & Steel Ltd.,VRAJ,544204,VRAJ,INE0S2V01010,Iron & Steel/Interm.Products,Metals & Mining,134.29,31.76,47.5,1909.49,442.92,32.79,58.86,845758.42,58.86,-0.75,58.86,-7.83,60,0.57,-0.16,-3.85,Export NA,-0.46
W S Industries (India) Ltd.,WSI,504220,WSI,INE100D01014,Construction & Engineering,Cement and Construction,76.48,38.51,14.17,8692.68,504.15,46.8,,4382380.48,,-1.68,,-6.91,30,-1.36,-1.15,-7.68,Export NA,0.13
